#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y2D8	uniprotkb:B1AY10	intact:EBI-2212028|uniprotkb:B4DFE3|uniprotkb:J3KR02|uniprotkb:A8K8W0|uniprotkb:D3DT13|uniprotkb:Q6P2P8|uniprotkb:Q6ULS1|uniprotkb:Q7L168|uniprotkb:Q9UIX0|intact:EBI-10964529	intact:EBI-11707102|uniprotkb:Q3U2A7|uniprotkb:Q3UK95|uniprotkb:Q3UMW1|uniprotkb:Q7TPT4|uniprotkb:Q8CC59|uniprotkb:Q9DBC8|uniprotkb:Q9JKW7	psi-mi:adip_human(display_long)|uniprotkb:SSX2IP(gene name)|psi-mi:SSX2IP(display_short)|uniprotkb:KIAA0923(gene name synonym)|uniprotkb:Afadin DIL domain-interacting protein(gene name synonym)|uniprotkb:SSX2-interacting protein(gene name synonym)	psi-mi:nfx1_mouse(display_long)|uniprotkb:Nfx1(gene name)|psi-mi:Nfx1(display_short)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kurtulmus et al. (2016)	pubmed:26675238|imex:IM-25299	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-11695166|imex:IM-25299-9	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P19524	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-11659|uniprotkb:D6W323	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:myo2_yeast(display_long)|uniprotkb:Class V unconventional myosin MYO2(gene name synonym)|uniprotkb:Type V myosin heavy chain MYO2(gene name synonym)|uniprotkb:Cell division control protein 66(gene name synonym)|uniprotkb:MYO2(gene name)|psi-mi:MYO2(display_short)|uniprotkb:CDC66(gene name synonym)|uniprotkb:YOR326W(locus name)|uniprotkb:O6167(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7301510|mint:MINT-2118621|imex:IM-15332-10575	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:P19524	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-11659|uniprotkb:D6W323	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:myo2_yeast(display_long)|uniprotkb:Class V unconventional myosin MYO2(gene name synonym)|uniprotkb:Type V myosin heavy chain MYO2(gene name synonym)|uniprotkb:Cell division control protein 66(gene name synonym)|uniprotkb:MYO2(gene name)|psi-mi:MYO2(display_short)|uniprotkb:CDC66(gene name synonym)|uniprotkb:YOR326W(locus name)|uniprotkb:O6167(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7301930|mint:MINT-2118657|imex:IM-15332-540	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:P19524	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-11659|uniprotkb:D6W323	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:myo2_yeast(display_long)|uniprotkb:Class V unconventional myosin MYO2(gene name synonym)|uniprotkb:Type V myosin heavy chain MYO2(gene name synonym)|uniprotkb:Cell division control protein 66(gene name synonym)|uniprotkb:MYO2(gene name)|psi-mi:MYO2(display_short)|uniprotkb:CDC66(gene name synonym)|uniprotkb:YOR326W(locus name)|uniprotkb:O6167(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7302009|mint:MINT-2118675|imex:IM-15332-10984	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:P40566	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-3657860|uniprotkb:D6VVT7	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:egh1_yeast(display_long)|uniprotkb:EGH1(gene name)|psi-mi:EGH1(display_short)|uniprotkb:YIB7W(orf name)|uniprotkb:YIR007W(locus name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7160443|mint:MINT-2072903|imex:IM-15332-1089	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:Q12329	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-8571|uniprotkb:D6VSF3	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:hsp42_yeast(display_long)|uniprotkb:42 kDa heat shock protein(gene name synonym)|uniprotkb:HSP42(gene name)|psi-mi:HSP42(display_short)|uniprotkb:YDR171W(locus name)|uniprotkb:YD9395.04(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3750663	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P33416	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-8680|uniprotkb:Q12137|uniprotkb:D6VSN8	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:hsp78_yeast(display_long)|uniprotkb:YD9320A.08C(orf name)|uniprotkb:YDR258C(locus name)|uniprotkb:HSP78(gene name)|psi-mi:HSP78(display_short)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3744451	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P10591	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-8591|uniprotkb:D6VPL2	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:hsp71_yeast(display_long)|uniprotkb:Heat shock protein YG100(gene name synonym)|uniprotkb:YAL005C(locus name)|uniprotkb:SSA1(gene name)|psi-mi:SSA1(display_short)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3669926	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P25303	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-16711|uniprotkb:D6W039	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:scj1_yeast(display_long)|uniprotkb:YM8261.08(orf name)|uniprotkb:YMR214W(locus name)|uniprotkb:SCJ1(gene name)|psi-mi:SCJ1(display_short)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3659150	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P09435	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-8611|uniprotkb:P18862|uniprotkb:D6VPS7	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:hsp73_yeast(display_long)|uniprotkb:YBL06.07(orf name)|uniprotkb:YBL0610(orf name)|uniprotkb:YBL075C(locus name)|uniprotkb:SSA3(gene name)|psi-mi:SSA3(display_short)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3775166	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P39987	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-22339|uniprotkb:D3DLL9	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:hsp7e_yeast(display_long)|uniprotkb:YEL030W(locus name)|uniprotkb:ECM10(gene name)|psi-mi:ECM10(display_short)|uniprotkb:SSC3(gene name synonym)|uniprotkb:Extracellular mutant protein 10(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3787474	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P25491	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-10420|uniprotkb:D6W1B6	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:mas5_yeast(display_long)|uniprotkb:Yeast dnaJ protein 1(gene name synonym)|uniprotkb:YDJ1(gene name)|psi-mi:YDJ1(display_short)|uniprotkb:MAS5(gene name synonym)|uniprotkb:YNL064C(locus name)|uniprotkb:N2418(orf name)|uniprotkb:YNL2418C(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-3764485	intact-miscore:0.35
uniprotkb:Q12986	uniprotkb:P54253	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-930964|uniprotkb:Q9UJG2|uniprotkb:Q9Y4J1|uniprotkb:Q17S02	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:atx1_human(display_long)|uniprotkb:ATXN1(gene name)|psi-mi:ATXN1(display_short)|uniprotkb:ATX1(gene name synonym)|uniprotkb:SCA1(gene name synonym)|uniprotkb:Spinocerebellar ataxia type 1 protein(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25975932|imex:IM-28217-66629	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q7Z699	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-5235340|uniprotkb:B2RPJ8|uniprotkb:Q05D53|uniprotkb:Q8N256	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:spre1_human(display_long)|uniprotkb:SPRED1(gene name)|psi-mi:SPRED1(display_short)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25930711|imex:IM-28217-19231	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q86WV8	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-12806590	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:q86wv8_human(display_long)|uniprotkb:TSC1(gene name)|psi-mi:TSC1(display_short)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26048668|imex:IM-28217-48141	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P14136	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-744302|uniprotkb:Q53H98|uniprotkb:Q5D055|uniprotkb:Q6ZQS3|uniprotkb:Q7Z5J6|uniprotkb:Q7Z5J7|uniprotkb:Q96KS4|uniprotkb:Q96P18|uniprotkb:Q9UFD0|uniprotkb:B2RD44|uniprotkb:D3DX59|intact:EBI-3909365|uniprotkb:E9PAX3	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:gfap_human(display_long)|uniprotkb:GFAP(gene name)|psi-mi:GFAP(display_short)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26013762|imex:IM-28217-61873	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P28799	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-747754|uniprotkb:Q9UCH0|uniprotkb:Q53Y88|uniprotkb:Q540U8|uniprotkb:D3DX55|uniprotkb:P23781|uniprotkb:P23782|uniprotkb:P23783|uniprotkb:P23784|uniprotkb:Q9BWE7|uniprotkb:Q53HQ8|uniprotkb:Q9H8S1	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:grn_human(display_long)|uniprotkb:Acrogranin(gene name synonym)|uniprotkb:Epithelin precursor(gene name synonym)|uniprotkb:Glycoprotein of 88 Kda(gene name synonym)|uniprotkb:Granulin precursor(gene name synonym)|uniprotkb:PC cell-derived growth factor(gene name synonym)|uniprotkb:Proepithelin(gene name synonym)|uniprotkb:GRN(gene name)|psi-mi:GRN(display_short)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26016209|imex:IM-28217-24079	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P02545	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-351935|uniprotkb:D6RAQ3|uniprotkb:Q5I6Y4|uniprotkb:Q5I6Y6|uniprotkb:Q6UYC3|uniprotkb:Q5TCJ2|uniprotkb:Q5TCJ3|uniprotkb:D3DVB0|uniprotkb:B4DI32|uniprotkb:E7EUI9|uniprotkb:P02546|uniprotkb:Q969I8|uniprotkb:Q96JA2	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:lmna_human(display_long)|uniprotkb:LMNA(gene name)|psi-mi:LMNA(display_short)|uniprotkb:LMN1(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26030399|imex:IM-28217-72527	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:G5E9A7	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-10976677	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:g5e9a7_human(display_long)|uniprotkb:DMWD(gene name)|psi-mi:DMWD(display_short)|uniprotkb:hCG_2039154(orf name)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25998520|imex:IM-28217-12983	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P28799	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-747754|uniprotkb:Q9UCH0|uniprotkb:Q53Y88|uniprotkb:Q540U8|uniprotkb:D3DX55|uniprotkb:P23781|uniprotkb:P23782|uniprotkb:P23783|uniprotkb:P23784|uniprotkb:Q9BWE7|uniprotkb:Q53HQ8|uniprotkb:Q9H8S1	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:grn_human(display_long)|uniprotkb:Acrogranin(gene name synonym)|uniprotkb:Epithelin precursor(gene name synonym)|uniprotkb:Glycoprotein of 88 Kda(gene name synonym)|uniprotkb:Granulin precursor(gene name synonym)|uniprotkb:PC cell-derived growth factor(gene name synonym)|uniprotkb:Proepithelin(gene name synonym)|uniprotkb:GRN(gene name)|psi-mi:GRN(display_short)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25860259|imex:IM-28217-52063	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P02545	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-351935|uniprotkb:D6RAQ3|uniprotkb:Q5I6Y4|uniprotkb:Q5I6Y6|uniprotkb:Q6UYC3|uniprotkb:Q5TCJ2|uniprotkb:Q5TCJ3|uniprotkb:D3DVB0|uniprotkb:B4DI32|uniprotkb:E7EUI9|uniprotkb:P02546|uniprotkb:Q969I8|uniprotkb:Q96JA2	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:lmna_human(display_long)|uniprotkb:LMNA(gene name)|psi-mi:LMNA(display_short)|uniprotkb:LMN1(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25874739|imex:IM-28217-29839	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q86WV8	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-12806590	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:q86wv8_human(display_long)|uniprotkb:TSC1(gene name)|psi-mi:TSC1(display_short)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25893469|imex:IM-28217-5531	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P14136	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-744302|uniprotkb:Q53H98|uniprotkb:Q5D055|uniprotkb:Q6ZQS3|uniprotkb:Q7Z5J6|uniprotkb:Q7Z5J7|uniprotkb:Q96KS4|uniprotkb:Q96P18|uniprotkb:Q9UFD0|uniprotkb:B2RD44|uniprotkb:D3DX59|intact:EBI-3909365|uniprotkb:E9PAX3	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:gfap_human(display_long)|uniprotkb:GFAP(gene name)|psi-mi:GFAP(display_short)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25857770|imex:IM-28217-39949	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q7Z699	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-5235340|uniprotkb:B2RPJ8|uniprotkb:Q05D53|uniprotkb:Q8N256	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:spre1_human(display_long)|uniprotkb:SPRED1(gene name)|psi-mi:SPRED1(display_short)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26085376|imex:IM-28217-38269	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P54253	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-930964|uniprotkb:Q9UJG2|uniprotkb:Q9Y4J1|uniprotkb:Q17S02	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:atx1_human(display_long)|uniprotkb:ATXN1(gene name)|psi-mi:ATXN1(display_short)|uniprotkb:ATX1(gene name synonym)|uniprotkb:SCA1(gene name synonym)|uniprotkb:Spinocerebellar ataxia type 1 protein(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26130118|imex:IM-28217-39071	intact-miscore:0.56
